Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited
Pendred,757,France,Male,47,3,130747.1,1,No,143829.54,No
Martin,569,Germany,Male,30,6,106629.49,1,Yes,44114.88,No
K?,772,Spain,Male,36,3,112029.83,1,Yes,186948.35,No
Miller,576,Germany,Male,29,7,130575.26,1,Yes,173629.78,No
Afamefula,608,Germany,Male,28,4,96679.71,1,Yes,49133.45,No
Sims,794,France,Male,33,0,0,2,No,178122.71,No
Knight,593,France,Male,50,6,171740.69,1,No,20893.61,No
Obijiaku,597,Spain,Male,38,1,0,2,No,41303.29,No
Hopkins,541,Germany,Female,39,9,100116.67,1,Yes,199808.1,Yes
Onio,692,Germany,Male,24,2,120596.93,1,Yes,180490.53,No
Black,697,France,Female,48,1,0,2,Yes,87400.53,No
Eluemuno,768,France,Male,29,2,95984.69,2,Yes,73686.75,No
Doyle,802,France,Male,38,1,142557.11,1,Yes,172497.73,No
Onyemere,584,France,Male,47,5,0,2,No,89286.29,No
Rahman,614,Spain,Male,66,2,0,2,Yes,180082.7,No
Su,850,Germany,Female,36,6,143644.16,1,No,22102.25,Yes
Walker,671,France,Female,38,6,132129.72,1,Yes,76068.95,No
Ferguson,626,France,Female,52,0,0,2,No,32159.46,Yes
Samaniego,770,France,Female,68,2,183555.24,1,No,159557.28,Yes
Onwumelu,633,France,Male,38,2,91902.56,2,Yes,107673.35,No
Young,663,France,Male,40,6,156218.19,1,Yes,33607.72,No
Mazzi,581,Germany,Female,43,5,93259.57,3,No,141035.65,Yes
Toscano,561,Germany,Female,45,2,168085.38,2,Yes,115719.08,No
Walton,479,Germany,Male,51,1,107714.74,3,No,86128.21,Yes
Chiang,769,France,Female,31,6,117852.26,2,No,147668.64,No
Burgos,659,Spain,Male,60,2,0,1,No,177480.45,Yes
Spinelli,590,Spain,Female,51,10,84474.62,2,Yes,190937.09,No
Lung,560,France,Male,50,3,0,2,No,84531.79,No
Noble,437,Germany,Male,35,6,126803.34,2,Yes,161133.4,No
Pai,661,France,Female,34,0,0,2,No,185555.63,No
Chigozie,677,Germany,Female,36,10,68806.84,1,No,33075.24,No
Peavy,560,France,Female,31,3,115141.18,1,No,39806.75,No
Yermakov,578,France,Female,35,2,0,2,Yes,26389.92,No
Burton,421,Spain,Male,34,6,90723.36,1,Yes,12162.76,No
Costa,492,Germany,Female,49,2,151249.45,2,Yes,167237.94,No
Pugliesi,545,France,Female,32,6,0,2,Yes,52067.37,No
Lindell,640,Germany,Female,43,9,94752.49,1,No,184006.36,Yes
Sorenson,624,Spain,Female,34,6,0,1,No,582.59,Yes
Arcuri,577,Spain,Male,28,7,0,1,No,143274.41,No
Banks,704,France,Male,31,5,132084.66,3,Yes,54474.48,Yes
Parry,523,France,Male,45,5,0,2,Yes,121428.2,No
Cockett,793,France,Male,35,2,0,2,Yes,79704.12,No
Galkina,564,France,Female,53,2,45472.28,1,Yes,41055.71,Yes
Su,711,France,Male,33,1,0,1,No,41590.4,No
Marino,791,Germany,Female,33,10,130229.71,2,No,54019.93,Yes
Spears,629,Germany,Female,38,9,123948.85,1,No,76053.07,No
Cunningham,729,Germany,Male,39,6,127415.85,1,Yes,184977.2,Yes
Taylor,651,Germany,Male,35,8,110067.71,1,No,127678.95,Yes
Chiazagomekpere,695,Spain,Male,39,4,65521.2,1,Yes,1243.97,No
Hardacre,847,Spain,Male,31,5,0,2,Yes,76326.67,No
Maslow,704,France,Male,47,5,0,2,Yes,145338.61,No
Scott,613,Germany,Male,33,3,155736.42,2,Yes,57751.21,No
Wakelin,692,Spain,Female,29,4,0,2,No,138880.24,No
Esposito,720,France,Female,34,3,118307.57,2,Yes,136120.29,No
Shah,577,France,Male,41,6,0,1,Yes,167621.18,No
Chukwufumnanya,710,Germany,Female,24,7,103099.17,2,No,173276.62,No
Fleming,716,France,Female,38,1,0,2,Yes,99661.46,No
Lori,410,France,Male,33,6,125789.69,1,No,66333.56,Yes
Kennedy,584,Germany,Female,36,4,109646.83,1,Yes,70240.79,No
Walters,792,France,Male,30,1,127187.86,1,Yes,113553.42,No
Han,605,France,Female,36,6,0,1,Yes,690.84,No
Lawrence,486,Spain,Male,24,1,0,1,No,98802.76,No
Cooke,615,France,Male,41,4,130385.82,1,Yes,130661.95,No
Wan,676,France,Male,23,1,107787.47,1,Yes,116378.82,No
Lo Duca,571,France,Male,34,1,99325.04,2,Yes,186052.15,No
Yermakova,850,France,Female,37,9,0,1,No,100101.06,No
Combs,717,France,Male,48,7,123764.95,1,Yes,169952.82,No
Chien,642,Germany,Female,39,8,128264.03,1,No,61792.76,Yes
Meng,780,Spain,Male,47,7,86006.21,1,Yes,37973.13,No
Calabresi,492,Germany,Female,38,8,57068.43,2,No,188974.81,No
Stevenson,760,Germany,Male,29,5,103607.24,2,Yes,86334.64,No
Davidson,500,Spain,Male,40,1,99004.24,1,Yes,152845.99,No
Ch'in,654,Spain,Female,36,2,0,2,Yes,146652.11,No
Rose,606,Spain,Female,25,3,147386.72,3,No,45482.04,Yes
Ch'ien,367,Spain,Male,42,6,93608.28,1,No,168816.73,Yes
Artyomova,799,Spain,Male,38,2,0,2,Yes,59297.34,No
Mayrhofer,434,Germany,Male,71,9,119496.87,,No,125848.88,No
Yefremov,719,Spain,Female,32,7,0,1,No,76264.27,No
Kosovich,641,France,Female,37,2,0,2,No,3939.87,No
Lu,461,Spain,Female,25,6,0,2,Yes,15306.29,No
Taplin,790,Germany,Female,25,5,152885.77,1,No,58214.79,No
Ebelechukwu,588,France,Male,31,4,99607.37,2,Yes,35877.03,No
Fleming,621,France,Male,27,4,137003.68,1,No,21254.06,No
Yefimov,768,Germany,Male,48,3,122831.58,1,Yes,24533.89,Yes
Andreyeva,681,Spain,Male,38,2,99811.44,2,No,23531.5,No
Pickering,606,Spain,Male,37,8,154712.58,2,No,89099.18,No
Allan,542,Spain,Male,37,8,0,1,Yes,807.06,No
Wang,713,Germany,Female,24,7,147687.24,1,Yes,121592.5,No
Reynolds,597,Spain,Female,33,2,0,2,Yes,4700.66,No
Hales,635,France,Male,27,3,127009.83,1,No,161909.95,No
Y?an,599,Germany,Male,61,1,124737.96,1,Yes,90389.61,Yes
Rowley,496,Spain,Female,44,0,179356.28,2,No,2919.21,Yes
Chia,759,Spain,Male,31,8,0,2,Yes,99086.74,No
Moore,757,Germany,Male,31,1,127320.36,3,No,163170.32,No
Copeland,564,Spain,Male,31,0,125175.58,1,Yes,72757.33,No
Rishel,561,France,Female,22,6,186788.96,2,No,73286.8,No
Wan,702,France,Male,40,3,148556.74,1,Yes,146056.29,No
Eluemuno,678,Germany,Female,40,8,128644.46,1,No,167673.37,No
Hsia,707,France,Female,46,7,127476.73,2,Yes,146011.55,No
Kelly,610,France,Female,27,9,159561.93,1,Yes,103381.47,No
Muir,744,France,Male,42,1,112419.92,1,Yes,83022.92,No
McIntyre,598,France,Male,28,8,129991.76,2,Yes,46041.08,No
Donaldson,562,Spain,Male,36,5,0,1,Yes,182843.24,No
Wright,621,Spain,Female,59,2,0,2,Yes,171364.18,No
Uvarova,659,France,Female,50,3,0,1,No,183399.12,Yes
Doherty,722,Germany,Female,40,6,89175.06,2,Yes,152883.95,No
Allen,606,France,Female,39,3,0,2,No,50560.45,Yes
Ma,603,Spain,Female,39,5,162390.52,2,No,54702.66,No
Tucker,506,Germany,Female,59,3,190353.08,1,No,78365.75,No
Ch'eng,715,France,Male,21,8,0,2,No,68666.63,No
Hs?,690,France,Male,47,2,0,2,No,151375.73,No
H?,644,France,Female,40,10,139180.97,1,Yes,19959.67,No
Chimaijem,589,France,Male,36,8,114435.47,1,No,26955.72,No
Esomchi,592,France,Female,66,5,149950.19,1,Yes,76267.59,No
Lorenzo,632,France,Male,42,4,126115.6,1,No,100998.5,No
Pirogov,577,Germany,Female,59,7,111396.97,1,Yes,191070.01,No
Larkin,588,France,Male,30,3,115007.08,1,No,176858.5,No
Eddy,617,France,Male,54,6,102141.9,1,Yes,45325.26,No
Sells,668,Spain,Female,36,3,133686.52,1,No,190958.48,Yes
Crawford,810,France,Male,32,9,120879.73,2,Yes,78896.59,No
Bezrukov,767,Spain,Male,47,5,0,1,No,121964.46,Yes
Mancini,718,Spain,Female,49,10,82321.88,1,Yes,11144.4,No
Iadanza,589,Spain,Female,27,4,0,2,No,144181.48,No
Wilkinson,778,Spain,Male,33,5,116474.28,2,Yes,32757.55,No
P'eng,724,France,Female,34,3,132352.69,1,No,80320.3,No
St Clair,477,Germany,Female,39,4,182491.57,1,No,185830.72,No
Preston,580,France,Male,34,6,0,2,Yes,160095.31,No
Findlay,566,Spain,Male,63,2,120787.18,2,Yes,52198.84,No
Nixon,711,France,Female,29,3,130181.47,2,No,31811.44,No
Gorshkov,706,Germany,Male,32,5,88348.43,2,Yes,104181.78,No
Chukwubuikem,703,Spain,Male,31,6,0,2,Yes,67667.19,No
Medvedeva,679,Germany,Male,39,2,146186.28,2,Yes,193974.47,No
Chukwuhaenye,603,France,Male,32,7,0,1,No,198055.94,Yes
Endrizzi,598,Spain,Male,34,0,104488.17,1,Yes,43249.67,No
Ch'ang,836,Germany,Female,32,4,109196.67,2,No,55218.02,No
Piccio,687,France,Female,61,7,80538.56,1,No,131305.37,Yes
Lockington,704,Germany,Male,41,4,109026.8,2,Yes,43117.1,No
Seleznyov,605,Germany,Male,75,2,61319.63,1,Yes,186655.11,No
Weston,516,France,Female,40,9,0,,Yes,33266.29,No
Groom,572,France,Female,39,2,0,2,Yes,555.28,No
Manfrin,557,France,Male,42,6,177822.03,1,No,150944.31,Yes
Robertson,443,Germany,Male,59,4,110939.3,1,No,72846.58,Yes
Ch'ang,604,Germany,Male,25,7,165413.43,1,Yes,35279.74,No
Lucchesi,483,France,Male,27,1,77805.66,1,Yes,2101.89,No
Cambage,702,France,Male,50,3,0,2,No,94949.84,No
Tan,670,Spain,Female,57,3,175575.95,2,No,99061.75,Yes
Tao,804,Spain,Female,38,3,124197.22,1,No,74692.06,No
Hsieh,850,France,Female,30,3,0,2,No,116692.8,No
Burdekin,554,France,Female,39,10,160132.75,1,No,32824.15,No
Longo,588,Germany,Female,37,7,70258.88,2,No,139607.61,No
Maughan,758,Germany,Male,32,4,162657.64,2,Yes,115525.13,No
Franz,787,Germany,Male,43,0,132217.45,1,No,20955.03,Yes
Piazza,582,Spain,Male,25,9,148042.97,2,No,52341.15,No
Morant,633,Spain,Female,33,4,92855.02,1,Yes,159813.18,No
Becher,766,Germany,Male,47,9,129289.98,1,No,169935.46,Yes
Lombardi,564,Spain,Male,37,9,100252.18,1,Yes,146033.52,No
Loton,602,Spain,Male,37,3,107592.89,2,Yes,153122.73,No
Conti,649,France,Male,39,3,113096.41,1,Yes,60335.24,No
Sani,679,Spain,Female,40,7,0,2,Yes,163757.29,No
Lori,639,Spain,Male,34,7,149940.04,2,No,156648.81,No
Wong,790,Germany,Male,50,8,121438.58,1,Yes,176471.78,Yes
Lombardi,565,France,Male,32,9,0,2,No,5388.3,No
Obialo,478,France,Female,50,2,0,1,Yes,93332.64,Yes
Mazzi,825,France,Male,29,3,148874.01,2,Yes,71192.82,No
Von Doussa,528,Spain,Female,32,0,68138.37,1,Yes,170309.19,No
Miller,577,Spain,Male,35,5,110080.3,1,Yes,109794.31,No
Miracle,663,France,Male,24,7,0,2,Yes,166310.82,No
Su,505,Germany,Female,25,5,114268.85,2,Yes,126728.27,No
Wyatt,633,Germany,Male,29,6,117412.35,1,No,30338.94,No
Anayolisa,586,France,Female,38,6,0,2,Yes,37935.83,No
Wade,850,France,Female,35,9,0,2,No,25329.48,No
Enemuo,629,Germany,Female,37,1,35549.81,2,No,49676.33,No
Bruno,744,France,Male,56,9,0,2,Yes,169498.61,No
Greece,750,France,Male,36,7,136492.92,3,Yes,26500.29,Yes
Yang,637,Germany,Male,28,3,123675.69,1,Yes,166458.41,No
Brown,575,France,Female,40,1,139532.34,1,No,181294.39,No
Anderson,671,Spain,Male,58,1,178713.98,1,Yes,21768.21,No
Johnston,571,France,Male,40,5,0,2,No,72849.29,No
Zakharov,590,France,Male,41,1,89086.31,1,No,24499.97,No
Golibe,619,Spain,Male,38,3,96143.47,1,No,98994.92,No
Nikitina,640,Germany,Female,30,5,32197.64,1,Yes,141446.01,No
Leonard,670,France,Male,38,7,0,2,Yes,77864.41,No
Burns,737,France,Female,33,4,0,2,No,115115.32,No
Burtch,555,Spain,Male,32,10,0,2,Yes,168605.96,No
Clark,742,France,Male,33,6,0,2,No,38550.4,No
Woodward,618,Germany,Female,40,0,140306.38,1,No,160618.61,Yes
Spencer,560,France,Female,35,1,0,,No,3701.63,No
Chao,654,France,Male,38,8,0,2,No,88659.44,No
Costa,787,Germany,Female,42,2,74483.97,2,Yes,44273.91,No
McLachlan,611,France,Female,53,7,0,2,Yes,156495.39,Yes
Hung,559,Spain,Male,34,0,0,1,No,182988.94,No
Akhtar,481,France,Male,37,8,152303.66,2,Yes,175082.2,No
Toscani,753,Germany,Male,32,5,159904.79,1,No,148811.14,No
Gray,675,France,Male,32,1,0,3,No,85901.09,No
Warren,748,Germany,Female,31,1,99557.94,1,No,199255.32,No
Ramsden,610,Spain,Female,46,5,116886.59,1,No,107973.44,No
Bartlett,580,Spain,Male,32,9,142188.2,2,Yes,128028.6,No
Wenz,624,Germany,Female,40,3,149961.99,2,No,104610.86,No
Kisch,709,France,Female,36,8,0,2,Yes,69676.55,No
Mai,605,France,Female,34,2,0,1,No,35982.42,No
McGregor,706,Spain,Male,53,7,0,2,Yes,117939.17,No
Pinto,567,Spain,Male,40,8,28649.64,1,Yes,95140.62,No
Newman,747,France,Female,21,4,81025.6,2,No,167682.57,No
Pagnotto,664,France,Male,57,1,0,2,Yes,56562.57,No
Williams,711,France,Female,39,3,152462.79,1,No,90305.97,No
Ndubuisi,609,France,Male,25,10,0,1,Yes,109895.16,No
Plummer,632,Spain,Male,28,7,155519.59,1,No,1843.24,No
Chimezie,725,France,Female,36,1,118851.05,1,Yes,102747.02,No
Nash,850,France,Female,34,9,92899.27,2,No,97465.89,No
Onochie,682,France,Male,40,4,0,1,Yes,105352.55,No
Rizzo,797,France,Male,37,4,75263.7,1,No,85801.77,No
Boni,668,Spain,Male,38,1,147904.31,1,Yes,69370.05,No
Davies,783,Germany,Female,41,5,106640.5,1,No,176945.96,No
Lu,766,Germany,Female,28,4,90696.78,1,Yes,21597.2,No
Burrows,704,Spain,Female,36,2,175509.8,2,No,152039.67,No
Ershova,722,France,Male,40,6,0,2,Yes,111893.09,No
Udokamma,692,France,Female,34,7,0,2,No,195074.62,No
Aitken,584,France,Female,35,2,114321.28,2,No,15959.01,No
Turnbull,644,Germany,Female,51,4,95560.04,1,No,72628.84,Yes
Reilly,598,Germany,Female,50,5,88379.81,3,Yes,64157.24,Yes
Hardy,733,Germany,Male,48,7,85915.52,1,Yes,23860.5,No
Brookman,615,Germany,Male,58,3,72309.3,1,Yes,85687.09,Yes
Kerr,850,France,Female,39,2,0,,No,179451.42,No
McBurney,521,France,Male,43,8,0,1,Yes,93180.09,No
Mickey,675,France,Male,69,1,0,2,No,157097.09,No
Harrison,746,France,Male,58,3,0,3,Yes,80344.96,Yes
Olszewski,770,France,Female,33,4,0,1,No,26080.54,Yes
Chijioke,618,France,Male,30,3,133844.22,1,Yes,31406.93,No
Young,556,France,Male,36,7,154872.08,2,Yes,32044.64,No
Bellasis,749,France,Female,27,9,0,2,No,132734.87,No
De Mestre,702,Spain,Male,43,6,116121.67,1,No,61602.42,No
De Luca,555,Germany,Male,42,6,107104.5,1,Yes,41304.44,Yes
Mundy,587,France,Male,47,6,71026.77,1,No,57962.41,No
Tung,639,France,Male,38,3,0,1,No,42862.82,No
Donahue,643,France,Male,33,4,0,2,Yes,152992.04,No
Okagbue,600,France,Female,41,1,0,2,Yes,91193.65,No
Nnaemeka,651,France,Male,53,7,0,2,Yes,130132.41,No
Verjus,666,France,Female,27,4,0,2,No,88751.45,No
H?,520,France,Female,39,6,145644.05,1,No,104118.93,No
Napolitani,650,Spain,Female,50,7,129667.77,1,No,42028.16,No
Ginikanwa,564,Germany,Male,33,3,109341.87,1,No,75632.78,No
Spaull,586,France,Male,64,1,0,2,Yes,53710.23,No
Siciliani,617,France,Female,35,5,0,2,Yes,13066.3,No
Voronina,712,Spain,Female,30,6,0,2,No,152417.97,No
Tang,654,France,Male,55,3,87485.67,1,Yes,3299.01,No
Crumbley,605,France,Male,27,9,0,2,No,198091.81,No
Hamilton,491,France,Female,36,0,53369.13,1,Yes,103934.12,No
Piazza,707,France,Female,35,9,0,2,Yes,70403.65,No
Birch,638,Spain,Male,34,5,146679.77,1,No,102179.86,No
Custance,683,France,Male,43,2,112499.42,2,No,30375.18,No
Anayochukwu,815,Spain,Female,38,2,48387,1,No,184796.84,No
Galkin,645,Spain,Male,38,1,68079.8,1,Yes,166264.89,No
Adams,645,Germany,Male,49,4,160133.88,1,Yes,88391.97,No
Toomey,683,France,Male,30,4,66190.33,1,Yes,115186.97,No
Marshall-Hall,705,France,Female,37,10,0,2,Yes,13935.53,Yes
Shen,647,France,Male,35,4,123761.68,1,No,83910.4,No
Pagnotto,786,Germany,Female,33,0,122325.58,1,No,34712.34,Yes
Wood,534,France,Male,41,9,0,2,No,13871.34,No
More,602,Spain,Female,42,1,138912.17,1,Yes,139494.75,No
Piccio,695,France,Female,42,0,0,2,Yes,140724.64,No
Tochukwu,553,Germany,Female,25,7,128524.19,2,No,20682.46,No
Graham,516,Spain,Female,31,3,0,2,No,124202.26,No
Tung,655,France,Female,34,3,0,2,No,159638.77,No
P'eng,849,Germany,Female,49,9,132934.89,1,No,171056.65,Yes
Nevzorova,520,Germany,Male,43,3,150805.17,3,Yes,25333.03,Yes
Toscani,568,Spain,Female,46,3,0,2,Yes,29372.62,No
McKenzie,695,Spain,Male,32,9,0,3,Yes,38533.79,No
Okwuoma,807,Spain,Female,28,7,165969.26,3,No,156122.13,Yes
Morley,642,Germany,Female,36,2,124495.98,3,Yes,57904.22,Yes
Kerr,703,Germany,Male,39,1,141559.5,,Yes,31257.1,Yes
Harding,556,France,Male,38,2,114756.14,1,No,193214.05,No
Butler,585,France,Female,30,6,0,2,Yes,137757.69,No
Crawford,587,Germany,Female,49,7,155393.98,2,No,13308.2,Yes
Brown,524,Spain,Female,32,6,0,1,Yes,132861.9,Yes
Greece,556,Germany,Female,31,1,128663.81,2,No,125083.29,No
Matthews,504,Spain,Male,44,4,113522.64,1,Yes,12405.2,No
Heath,731,Spain,Female,26,3,0,2,No,37697.29,No
Vincent,651,France,Male,34,3,0,2,Yes,105599.65,No
Sal,675,Spain,Female,40,8,79035.95,1,No,142783.98,Yes
Milne,657,Spain,Female,22,6,0,3,Yes,168412.07,Yes
Bazile,686,Germany,Male,33,9,141918.09,2,Yes,184036.47,No
Wardle,690,France,Female,35,9,107944.33,2,No,48478.47,No
Lilly,567,France,Male,36,7,0,2,Yes,3896.08,No
Aitken,557,Germany,Male,57,1,120043.13,1,No,132370.75,Yes
Enderby,446,Spain,Female,45,10,125191.69,1,Yes,128260.86,Yes
Chiu,850,France,Male,31,1,96399.31,2,No,106534.15,No
Ugorji,637,France,Male,41,2,0,2,Yes,102515.42,No
Sharpe,499,France,Male,60,7,76961.6,2,Yes,83643.87,No
Houghton,622,Germany,Female,34,7,98675.74,1,No,138906.85,Yes
Konovalova,684,Germany,Male,37,1,126817.13,2,Yes,29995.83,Yes
Patel,612,France,Male,32,3,121394.42,1,No,164081.42,No
Ngozichukwuka,813,Germany,Female,29,5,106059.4,1,No,187976.88,Yes
Medland,850,Germany,Male,44,2,112755.34,2,No,158171.36,No
Padovano,795,Spain,Male,29,4,0,2,No,155711.64,No
Tsui,628,Spain,Female,55,7,0,3,No,85890.75,Yes
H?,565,Germany,Female,38,7,145400.69,2,Yes,83844.79,No
Denman,601,France,Male,39,3,72647.64,1,No,41777.9,Yes
Ratten,802,Spain,Male,40,4,0,2,Yes,81908.09,No
Baxter,614,Germany,Female,37,6,96340.81,2,Yes,139377.24,Yes
Norman,434,Spain,Male,55,6,0,1,Yes,73562.05,Yes
Shen,522,Germany,Male,32,8,124450.36,2,Yes,165786.1,No
Reilly,550,Germany,Male,36,2,113877.23,2,No,174921.91,No
Ifeanacho,599,Spain,Male,25,3,0,2,Yes,120790.02,No
Graham,493,France,Female,36,5,148667.81,2,No,56092.51,No
Lysaght,755,France,Male,34,3,0,2,Yes,158816.03,No
T'ang,605,France,Female,62,4,111065.93,2,Yes,125660.99,No
Abron,708,France,Male,41,0,0,1,No,128400.62,No
Chimaraoke,699,France,Male,44,8,158697.61,1,No,107181.22,No
Y?an,763,France,Female,53,4,0,1,No,77203.72,Yes
Sergeyeva,743,Spain,Male,25,6,0,2,No,129740.11,No
Ma,660,France,Female,48,0,90044.32,2,Yes,187604.97,Yes
Obiajulu,619,Germany,Male,38,10,84651.79,1,Yes,184754.26,No
Belcher,739,Germany,Male,32,3,102128.27,1,No,63981.37,Yes
K?,769,Germany,Male,60,9,148846.39,1,No,192831.67,Yes
Brown,692,France,Male,69,10,154953.94,1,Yes,70849.47,No
Abernathy,560,France,Female,30,0,108883.29,1,No,27914.95,No
Pape,607,France,Female,48,4,112070.86,3,No,173568.3,Yes
Tao,630,Germany,Male,29,6,131354.39,1,Yes,9324.31,Yes
Ma,767,Germany,Female,45,7,132746.2,2,No,26628.88,Yes
Earle,543,France,Female,34,8,0,2,Yes,145601.8,No
Kazantsev,776,France,Male,39,8,125211.55,2,No,144496.07,No
Uspenskaya,535,Spain,Male,58,1,0,2,Yes,11779.98,Yes
Coombes,549,Germany,Male,36,6,139422.37,1,No,83983.39,Yes
Hopman,844,France,Female,28,4,0,2,Yes,123318.37,No
McKay,586,Germany,Female,47,5,157099.47,2,Yes,65481.86,No
Milanesi,583,France,Male,40,3,0,2,No,47728,No
Chineze,701,Spain,Male,26,5,83600.24,1,Yes,59195.05,No
Dawson,726,France,Male,28,2,0,1,No,98060.51,No
Shih,829,Germany,Male,36,4,81795.74,2,No,90106.94,No
Hughes,749,Spain,Male,38,9,129378.32,1,Yes,13549.34,No
Clark,743,France,Female,46,9,0,1,No,113436.08,No
Chukwuhaenye,619,Spain,Female,56,7,0,,Yes,42442.21,No
Wall,699,France,Male,22,9,99339,1,No,68297.61,Yes
Howell,749,Spain,Male,36,7,0,2,No,80134.65,No
Lo,600,Germany,Female,29,6,74430.1,2,Yes,96051.1,No
Lazarev,760,Spain,Male,38,3,91241.85,1,Yes,80682.35,No
Lowe,528,Germany,Male,32,2,99092.45,1,Yes,111149.98,No
Folliero,630,France,Female,26,5,0,2,No,182612.38,No
Han,683,Germany,Female,39,2,100062.16,2,No,109201.43,No
Holloway,677,Germany,Female,26,6,98723.67,1,Yes,151146.67,No
Pai,669,Spain,Male,29,9,0,1,Yes,93901.61,No
Trejo,693,France,Male,43,6,128760.32,1,No,36342.79,No
Johnston,612,Spain,Female,52,5,144772.69,1,No,98302.57,Yes
Macknight,719,Spain,Male,44,4,0,1,No,84972.9,Yes
Lo,702,France,Male,26,2,71281.29,1,Yes,108747.12,Yes
Glossop,755,France,Male,29,9,117035.89,1,Yes,21862.19,No
Bishop,514,France,Male,26,1,0,2,No,121551.93,No
Yefremova,753,France,Female,40,0,3768.69,2,No,177065.24,Yes
Obialo,548,Germany,Female,36,2,108913.84,2,Yes,140460.01,No
Nkemjika,850,Germany,Male,28,2,101100.22,2,Yes,35337.31,No
Trevisani,612,France,Female,38,7,110615.47,1,Yes,193502.93,No
Parkes,628,Germany,Male,33,8,152143.89,1,Yes,32174.03,No
Seleznyov,479,France,Male,47,6,121797.09,1,Yes,5811.9,Yes
Naylor,724,France,Female,41,5,109798.25,1,Yes,149593.61,No
Forbes,512,Germany,Male,41,7,122403.24,1,Yes,37439.9,Yes
Douglas,638,France,Female,43,3,145860.98,1,Yes,142763.51,Yes
Nwankwo,834,Spain,Male,40,7,0,2,No,45038.74,No
Myers,781,France,Male,29,9,0,2,No,172097.4,No
Rogova,707,Germany,Female,48,7,105086.74,1,Yes,180344.69,Yes
Hsing,670,France,Male,22,2,114991.45,1,Yes,37392.56,No
Giordano,663,Spain,Female,33,8,96769.04,1,Yes,36864.05,No
Okwukwe,624,France,Female,23,5,0,2,No,132418.59,No
Chalmers,598,France,Female,34,4,0,2,No,60894.26,No
Chiazagomekpere,619,Germany,Male,23,5,132725.1,1,Yes,143913.33,No
Evseyev,792,France,Female,70,3,0,2,Yes,172240.27,No
Parry-Okeden,683,France,Female,26,7,0,2,No,86619.77,No
Picot,691,France,Female,33,6,0,2,No,164074.89,No
Reid,765,Spain,Female,33,5,84557.82,1,Yes,69039.43,No
Ferri,508,France,Male,49,1,93817.41,2,Yes,132468.76,Yes
Genovesi,637,France,Female,33,9,113913.53,1,Yes,65316.5,No
Neumayer,667,Germany,Female,44,5,140406.68,2,Yes,57164.19,No
Murray,575,Spain,Female,22,8,105229.34,1,Yes,34397.08,No
Tien,744,Spain,Female,46,1,0,3,Yes,177431.59,Yes
Parkes,567,France,Female,41,9,137891.35,1,No,142009.46,Yes
Yip,502,France,Female,35,6,0,2,Yes,80618.47,No
Ingle,609,France,Female,53,6,0,2,Yes,124218.27,No
Chidubem,715,France,Male,37,9,165252.52,1,No,85286.3,No
Lu,541,France,Male,32,8,0,2,No,40889.14,No
Vorobyova,850,France,Female,71,4,0,2,Yes,107236.87,No
Chiedozie,595,Spain,Male,23,7,0,2,Yes,168085.97,No
Napolitani,650,Germany,Female,28,5,122034.4,3,Yes,146663.43,Yes
Coffey,625,France,Female,44,7,0,1,No,4791.8,No
Chigbogu,817,France,Male,59,1,118962.58,1,Yes,120819.58,No
Akabueze,526,Spain,Male,49,2,0,1,No,114539.67,Yes
Istomin,850,France,Female,34,4,71379.53,2,Yes,154000.99,No
Ndubueze,598,France,Female,40,2,171178.25,1,No,137980.58,Yes
Toscani,613,France,Male,36,9,131307.11,1,No,83343.73,No
Ross,709,Spain,Male,62,3,0,,Yes,82195.15,No
Fernando,678,Spain,Female,27,5,87099.85,2,No,149550.95,No
McClaran,720,France,Male,71,5,183135.39,2,Yes,197688.5,No
Yermakova,662,France,Male,26,0,0,2,Yes,72929.96,No
Somadina,525,France,Male,51,10,0,3,No,171045.35,Yes
Wan,662,France,Male,31,3,0,2,Yes,27731.05,No
Mazzi,770,France,Female,33,6,0,2,Yes,126131.9,No
Tuan,721,Spain,Female,33,4,72535.45,1,Yes,103931.49,No
Townsley,633,Germany,Male,58,2,128137.42,2,No,147635.33,Yes
Yashina,701,France,Male,51,9,0,2,No,61961.57,No
Henderson,556,Germany,Male,42,0,115915.53,2,Yes,125435.47,Yes
Mueller,639,France,Male,66,0,0,2,Yes,42240.54,No
Wright,632,France,Male,50,2,0,2,No,57942.88,No
Lung,456,France,Male,29,5,107000.49,1,Yes,153419.62,No
Bryant,729,Spain,Female,38,10,0,2,No,189727.12,No
Madukaife,632,France,Female,34,2,0,2,No,165385.55,No
Maclean,433,Spain,Male,34,9,152806.74,1,No,19687.99,No
Abdullah,802,France,Female,60,3,92887.06,1,No,39473.63,Yes
Yao,670,France,Male,25,7,0,2,Yes,144723.38,No
Cheatham,738,Germany,Female,40,6,114940.67,2,Yes,194895.57,Yes
Gallagher,706,Germany,Male,34,0,140641.26,2,Yes,77271.91,No
Hao,592,Germany,Female,70,5,71816.74,2,No,105096.82,Yes
Nixon,522,France,Female,41,7,0,2,Yes,176780.39,No
Wang,746,France,Male,48,5,165282.42,1,No,153786.46,Yes
Kerr,651,Spain,Male,42,2,143145.87,2,No,43612.06,No
Romani,494,France,Male,28,9,114731.76,2,Yes,79479.74,No
Lock,753,Germany,Female,46,9,113909.69,3,No,92320.37,Yes
